,Member_number,Date,itemDescription,Transaction_id
5967,2600,12-05-2015,"['fruit/vegetable juice', 'pip fruit']",T05568
1849,1503,12-05-2015,"['dishes', 'whipped/sour cream', 'pork']",T05569
14543,4875,12-05-2015,"['detergent', 'brown bread', 'roll products ', 'frozen potato products', 'frankfurter']",T05570
8985,3421,12-05-2015,"['yogurt', 'citrus fruit']",T05571
5382,2444,12-05-2015,"['soda', 'chocolate marshmallow', 'yogurt']",T05572
3779,2015,12-05-2015,"['pork', 'rum']",T05573
11549,4108,12-05-2015,"['candy', 'ham']",T05574
10996,3950,12-05-2015,"['bottled water', 'whole milk', 'flour', 'yogurt', 'detergent', 'chicken']",T05575
5828,2564,12-05-2015,"['pastry', 'frozen dessert']",T05576
11265,4027,12-05-2015,"['whipped/sour cream', 'soda']",T05577
3480,1932,12-05-2015,"['whole milk', 'sausage']",T05578
9589,3577,12-05-2015,"['rolls/buns', 'white bread', 'whipped/sour cream']",T05579
10577,3837,12-05-2015,"['ham', 'other vegetables']",T05580
13308,4559,12-05-2015,"['yogurt', 'canned beer', 'coffee']",T05581
2969,1803,12-05-2015,"['Instant food products', 'rolls/buns', 'yogurt']",T05582
1942,1528,12-06-2014,"['cream cheese ', 'whole milk']",T05583
12825,4431,12-06-2014,"['whole milk', 'soda', 'soda']",T05584
3065,1828,12-06-2014,"['dessert', 'canned beer']",T05585
8150,3185,12-06-2014,"['yogurt', 'oil', 'candy', 'misc. beverages']",T05586
1972,1538,12-06-2014,"['dessert', 'sausage']",T05587
11267,4028,12-06-2014,"['coffee', 'whipped/sour cream']",T05588
2899,1786,12-06-2014,"['yogurt', 'frozen vegetables']",T05589
10809,3900,12-06-2014,"['packaged fruit/vegetables', 'shopping bags', 'coffee', 'pudding powder']",T05590
7885,3116,12-06-2014,"['baking powder', 'pot plants', 'misc. beverages']",T05591
1553,1427,12-06-2014,"['brown bread', 'rolls/buns', 'sliced cheese']",T05592
14761,4941,12-06-2014,"['whole milk', 'canned beer']",T05593
2532,1692,12-06-2014,"['chewing gum', 'cake bar']",T05594
13536,4622,12-06-2014,"['chicken', 'cream cheese ']",T05595
242,1066,12-06-2014,"['shopping bags', 'oil']",T05596
4858,2303,12-06-2014,"['hair spray', 'beef']",T05597
3383,1908,12-06-2014,"['whole milk', 'mustard']",T05598
13548,4624,12-06-2014,"['napkins', 'tropical fruit', 'margarine', 'soda']",T05599
13006,4480,12-06-2014,"['chocolate', 'misc. beverages']",T05600
4835,2296,12-06-2014,"['other vegetables', 'domestic eggs']",T05601
2806,1765,12-06-2014,"['baking powder', 'meat', 'pasta']",T05602
11761,4160,12-06-2015,"['citrus fruit', 'rolls/buns']",T05603
3695,1995,12-06-2015,"['margarine', 'root vegetables', 'soft cheese', 'shopping bags', 'soda', 'rolls/buns', 'root vegetables', 'root vegetables']",T05604
8293,3225,12-06-2015,"['beef', 'whole milk', 'soda', 'other vegetables']",T05605
6366,2707,12-06-2015,"['frankfurter', 'yogurt']",T05606
672,1183,12-06-2015,"['cream cheese ', 'butter', 'bottled beer', 'sausage', 'other vegetables', 'dessert', 'brown bread', 'canned beer']",T05607
274,1076,12-06-2015,"['bottled water', 'sausage', 'butter']",T05608
8055,3161,12-06-2015,"['frozen dessert', 'onions']",T05609
12706,4396,12-06-2015,"['salt', 'beef']",T05610
13935,4718,12-06-2015,"['curd', 'sausage', 'pork', 'pork', 'flower soil/fertilizer', 'other vegetables', 'curd', 'margarine', 'frankfurter']",T05611
2967,1801,12-06-2015,"['waffles', 'ham', 'newspapers']",T05612
2444,1662,12-06-2015,"['bottled water', 'beef']",T05613
7503,3015,12-06-2015,"['root vegetables', 'bottled water']",T05614
7028,2882,12-06-2015,"['other vegetables', 'berries']",T05615
4091,2093,12-06-2015,"['whole milk', 'bottled beer', 'rolls/buns', 'candy', 'frozen potato products', 'pastry']",T05616
11529,4104,12-06-2015,"['pork', 'other vegetables']",T05617
11684,4138,12-06-2015,"['waffles', 'light bulbs', 'pork']",T05618
10314,3765,12-06-2015,"['whole milk', 'soda', 'mustard']",T05619
6408,2718,12-06-2015,"['turkey', 'canned beer']",T05620
11353,4056,12-06-2015,"['soda', 'chewing gum', 'chicken', 'yogurt', 'liquor']",T05621
12550,4353,12-06-2015,"['ham', 'canned vegetables']",T05622
7903,3120,12-06-2015,"['grapes', 'sausage']",T05623
7083,2902,12-06-2015,"['tropical fruit', 'other vegetables']",T05624
10157,3728,12-06-2015,"['waffles', 'specialty bar']",T05625
899,1245,12-07-2014,"['soft cheese', 'onions']",T05626
9804,3633,12-07-2014,"['soda', 'shopping bags']",T05627
12545,4353,12-07-2014,"['coffee', 'tropical fruit']",T05628
7951,3133,12-07-2014,"['margarine', 'butter milk']",T05629
7345,2971,12-07-2014,"['rolls/buns', 'fruit/vegetable juice']",T05630
7671,3059,12-07-2014,"['meat', 'misc. beverages']",T05631
7429,2994,12-07-2014,"['long life bakery product', 'yogurt', 'whole milk']",T05632
11932,4202,12-07-2014,"['rolls/buns', 'long life bakery product', 'citrus fruit']",T05633
13646,4650,12-07-2014,"['shopping bags', 'rolls/buns']",T05634
2714,1741,12-07-2014,"['other vegetables', 'liver loaf']",T05635
10392,3785,12-07-2014,"['photo/film', 'other vegetables', 'newspapers']",T05636
973,1270,12-07-2014,"['flower soil/fertilizer', 'cake bar']",T05637
539,1146,12-07-2014,"['bottled water', 'waffles', 'shopping bags']",T05638
11587,4117,12-07-2014,"['liquor', 'liquor (appetizer)']",T05639
14682,4922,12-07-2014,"['margarine', 'whole milk']",T05640
9298,3502,12-07-2014,"['cream cheese ', 'whole milk']",T05641
2755,1752,12-07-2014,"['canned beer', 'other vegetables']",T05642
10939,3933,12-07-2014,"['shopping bags', 'waffles']",T05643
6679,2789,12-07-2014,"['citrus fruit', 'sugar', 'white bread']",T05644
368,1103,12-07-2014,"['ice cream', 'herbs']",T05645
5609,2511,12-07-2014,"['shopping bags', 'pip fruit']",T05646
5770,2550,12-07-2014,"['canned beer', 'tropical fruit']",T05647
946,1262,12-07-2014,"['organic sausage', 'frozen meals', 'sugar']",T05648
8739,3349,12-07-2014,"['organic sausage', 'herbs']",T05649
1703,1468,12-07-2014,"['bottled water', 'ham', 'yogurt']",T05650
5963,2600,12-07-2014,"['berries', 'whole milk']",T05651
2629,1722,12-07-2014,"['soda', 'whole milk', 'soda']",T05652
12196,4268,12-07-2014,"['cream cheese ', 'margarine']",T05653
5426,2454,12-07-2014,"['red/blush wine', 'other vegetables']",T05654
6660,2785,12-07-2015,"['whole milk', 'semi-finished bread']",T05655
7582,3036,12-07-2015,"['beverages', 'chewing gum', 'shopping bags', 'canned beer', 'yogurt', 'sausage', 'other vegetables', 'canned beer', 'frozen fish']",T05656
4982,2340,12-07-2015,"['yogurt', 'soda', 'berries', 'sausage']",T05657
6228,2672,12-07-2015,"['waffles', 'beverages']",T05658
13997,4734,12-07-2015,"['roll products ', 'rolls/buns', 'tropical fruit', 'rolls/buns', 'whole milk']",T05659
8505,3285,12-07-2015,"['whole milk', 'whipped/sour cream', 'domestic eggs', 'sausage']",T05660
10116,3718,12-07-2015,"['root vegetables', 'processed cheese', 'pudding powder', 'canned beer']",T05661
8903,3399,12-07-2015,"['other vegetables', 'specialty bar']",T05662
12937,4460,12-07-2015,"['chewing gum', 'root vegetables', 'canned beer', 'dessert']",T05663
6567,2760,12-07-2015,"['newspapers', 'other vegetables', 'soda']",T05664
5400,2448,12-07-2015,"['butter', 'rolls/buns']",T05665
1776,1485,12-07-2015,"['soda', 'other vegetables']",T05666
1309,1361,12-07-2015,"['salt', 'sausage']",T05667
7463,3005,12-07-2015,"['fruit/vegetable juice', 'citrus fruit']",T05668
2867,1780,12-07-2015,"['other vegetables', 'rolls/buns', 'specialty bar', 'soft cheese', 'beverages', 'curd', 'curd', 'pip fruit', 'yogurt', 'newspapers', 'sausage']",T05669
9433,3537,12-07-2015,"['sausage', 'coffee', 'semi-finished bread']",T05670
3083,1833,12-07-2015,"['soda', 'coffee', 'yogurt', 'whole milk']",T05671
10932,3930,12-07-2015,"['root vegetables', 'yogurt', 'soft cheese', 'citrus fruit']",T05672
13380,4578,12-08-2014,"['root vegetables', 'yogurt']",T05673
9017,3430,12-08-2014,"['dishes', 'tropical fruit']",T05674
4017,2072,12-08-2014,"['processed cheese', 'chocolate', 'yogurt', 'chocolate']",T05675
7446,2999,12-08-2014,"['white bread', 'whole milk', 'margarine']",T05676
12650,4380,12-08-2014,"['liquor', 'red/blush wine']",T05677
9725,3609,12-08-2014,"['soda', 'fruit/vegetable juice']",T05678
7136,2916,12-08-2014,"['whole milk', 'cleaner', 'whole milk']",T05679
10703,3869,12-08-2014,"['male cosmetics', 'white bread', 'chocolate', 'canned beer']",T05680
14141,4773,12-08-2014,"['frozen potato products', 'root vegetables', 'dental care']",T05681
1655,1456,12-08-2014,"['shopping bags', 'packaged fruit/vegetables']",T05682
14210,4789,12-08-2014,"['curd', 'margarine']",T05683
12936,4459,12-08-2014,"['yogurt', 'other vegetables']",T05684
81,1020,12-08-2014,"['canned beer', 'shopping bags']",T05685
5481,2471,12-08-2014,"['other vegetables', 'ice cream']",T05686
745,1205,12-08-2014,"['ready soups', 'bottled water', 'white bread', 'curd']",T05687
13136,4512,12-08-2014,"['root vegetables', 'soda', 'hygiene articles']",T05688
13299,4557,12-08-2014,"['yogurt', 'rum']",T05689
6030,2617,12-08-2014,"['root vegetables', 'yogurt', 'whole milk']",T05690
9712,3604,12-08-2014,"['pip fruit', 'root vegetables']",T05691
8260,3217,12-08-2014,"['bottled beer', 'soda']",T05692
14202,4787,12-08-2015,"['whole milk', 'sausage']",T05693
3987,2067,12-08-2015,"['root vegetables', 'meat']",T05694
12623,4373,12-08-2015,"['beef', 'seasonal products', 'rolls/buns']",T05695
1014,1280,12-08-2015,"['UHT-milk', 'fish']",T05696
184,1051,12-08-2015,"['other vegetables', 'rolls/buns', 'soda', 'dishes']",T05697
1042,1286,12-08-2015,"['soda', 'whole milk']",T05698
5804,2558,12-08-2015,"['rolls/buns', 'grapes']",T05699
11764,4160,12-08-2015,"['pip fruit', 'Instant food products']",T05700
9954,3673,12-08-2015,"['butter milk', 'frankfurter']",T05701
6718,2799,12-08-2015,"['hamburger meat', 'whole milk', 'pickled vegetables', 'detergent']",T05702
5523,2484,12-08-2015,"['newspapers', 'tropical fruit']",T05703
9313,3507,12-08-2015,"['other vegetables', 'red/blush wine']",T05704
7764,3084,12-08-2015,"['margarine', 'chicken']",T05705
5287,2422,12-08-2015,"['spread cheese', 'white bread', 'hamburger meat', 'sugar', 'sausage', 'tropical fruit', 'other vegetables', 'bottled water']",T05706
7946,3132,12-08-2015,"['soda', 'long life bakery product']",T05707
3185,1861,12-08-2015,"['roll products ', 'citrus fruit']",T05708
7416,2990,12-08-2015,"['beef', 'specialty bar']",T05709
3652,1980,12-09-2014,"['domestic eggs', 'frozen vegetables']",T05710
5297,2426,12-09-2014,"['root vegetables', 'napkins']",T05711
8592,3308,12-09-2014,"['napkins', 'soda']",T05712
8833,3378,12-09-2014,"['onions', 'rolls/buns']",T05713
12789,4418,12-09-2014,"['long life bakery product', 'whole milk']",T05714
1280,1353,12-09-2014,"['baking powder', 'rolls/buns']",T05715
4991,2341,12-09-2014,"['soda', 'Instant food products']",T05716
11508,4098,12-09-2014,"['whole milk', 'tropical fruit', 'berries', 'soda']",T05717
9798,3631,12-09-2014,"['frozen vegetables', 'root vegetables']",T05718
5733,2541,12-09-2014,"['mayonnaise', 'soda']",T05719
1430,1392,12-09-2014,"['curd', 'other vegetables']",T05720
10293,3761,12-09-2014,"['liquor (appetizer)', 'snack products']",T05721
9228,3486,12-09-2014,"['soap', 'candy']",T05722
10682,3863,12-09-2014,"['cake bar', 'red/blush wine']",T05723
3336,1897,12-09-2014,"['sausage', 'brown bread']",T05724
3309,1890,12-09-2014,"['roll products ', 'rice']",T05725
4524,2215,12-09-2014,"['hamburger meat', 'newspapers']",T05726
14292,4811,12-09-2014,"['bottled water', 'newspapers']",T05727
11675,4137,12-09-2014,"['shopping bags', 'curd']",T05728
11924,4201,12-09-2014,"['curd', 'syrup']",T05729
9875,3653,12-09-2015,"['detergent', 'rolls/buns']",T05730
5105,2370,12-09-2015,"['chocolate', 'whole milk']",T05731
540,1146,12-09-2015,"['pork', 'margarine']",T05732
8673,3328,12-09-2015,"['soda', 'shopping bags', 'ice cream']",T05733
8623,3315,12-09-2015,"['coffee', 'onions', 'whole milk', 'canned beer']",T05734
12264,4286,12-09-2015,"['photo/film', 'other vegetables']",T05735
11890,4192,12-09-2015,"['coffee', 'chewing gum', 'sugar']",T05736
972,1269,12-09-2015,"['liquor', 'butter milk', 'other vegetables', 'whole milk']",T05737
12424,4321,12-09-2015,"['sausage', 'newspapers']",T05738
278,1077,12-09-2015,"['soda', 'tropical fruit']",T05739
6712,2797,12-09-2015,"['coffee', 'chicken']",T05740
13203,4530,12-09-2015,"['domestic eggs', 'domestic eggs']",T05741
6698,2794,12-09-2015,"['specialty chocolate', 'whole milk']",T05742
5370,2441,12-10-2014,"['nut snack', 'root vegetables']",T05743
5023,2349,12-10-2014,"['dishes', 'female sanitary products']",T05744
14494,4862,12-10-2014,"['white bread', 'beef']",T05745
9805,3633,12-10-2014,"['soda', 'oil']",T05746
4838,2298,12-10-2014,"['hard cheese', 'Instant food products']",T05747
10045,3695,12-10-2014,"['citrus fruit', 'rolls/buns']",T05748
13388,4580,12-10-2014,"['soft cheese', 'coffee']",T05749
2214,1607,12-10-2014,"['margarine', 'rolls/buns', 'pickled vegetables', 'shopping bags']",T05750
11584,4116,12-10-2014,"['root vegetables', 'yogurt', 'newspapers']",T05751
10754,3884,12-10-2014,"['beef', 'rolls/buns', 'butter']",T05752
11851,4183,12-10-2014,"['fruit/vegetable juice', 'sausage', 'salt']",T05753
2170,1596,12-10-2014,"['margarine', 'UHT-milk', 'dessert']",T05754
10553,3830,12-10-2014,"['pip fruit', 'newspapers', 'ice cream', 'pastry']",T05755
11379,4065,12-10-2014,"['semi-finished bread', 'bottled water']",T05756
2175,1597,12-10-2014,"['whole milk', 'UHT-milk']",T05757
14177,4782,12-10-2014,"['whole milk', 'rolls/buns']",T05758
3689,1993,12-10-2014,"['chicken', 'rolls/buns']",T05759
13296,4556,12-10-2014,"['whipped/sour cream', 'yogurt']",T05760
175,1050,12-10-2014,"['other vegetables', 'UHT-milk', 'dishes']",T05761
3655,1982,12-10-2014,"['chocolate', 'liqueur']",T05762
9469,3546,12-10-2014,"['tropical fruit', 'frozen dessert']",T05763
12483,4336,12-10-2014,"['brown bread', 'newspapers']",T05764
346,1097,12-10-2014,"['shopping bags', 'curd', 'whipped/sour cream']",T05765
3071,1829,12-10-2014,"['beverages', 'mustard']",T05766
9163,3471,12-10-2015,"['sliced cheese', 'rolls/buns', 'rolls/buns']",T05767
12753,4410,12-10-2015,"['salty snack', 'ice cream']",T05768
13825,4691,12-10-2015,"['frozen chicken', 'white wine']",T05769
12478,4335,12-10-2015,"['bottled water', 'citrus fruit']",T05770
14427,4845,12-10-2015,"['berries', 'frozen dessert']",T05771
9989,3682,12-10-2015,"['bottled water', 'waffles', 'whole milk']",T05772
13231,4537,12-10-2015,"['rolls/buns', 'bottled beer']",T05773
12605,4368,12-10-2015,"['cream cheese ', 'sausage']",T05774
12469,4334,12-10-2015,"['citrus fruit', 'frankfurter', 'condensed milk', 'other vegetables']",T05775
1367,1378,12-10-2015,"['hamburger meat', 'frankfurter']",T05776
9721,3608,12-10-2015,"['whole milk', 'honey', 'artif. sweetener', 'sausage', 'other vegetables', 'waffles', 'shopping bags', 'prosecco']",T05777
9051,3442,12-10-2015,"['beef', 'butter milk', 'misc. beverages', 'sparkling wine', 'pastry']",T05778
182,1051,12-10-2015,"['other vegetables', 'female sanitary products', 'tropical fruit', 'popcorn', 'hamburger meat']",T05779
1440,1395,12-10-2015,"['newspapers', 'newspapers', 'sausage']",T05780
953,1264,12-10-2015,"['tropical fruit', 'specialty bar']",T05781
2573,1705,12-10-2015,"['soda', 'baking powder']",T05782
7033,2883,12-10-2015,"['bottled water', 'newspapers', 'meat', 'whipped/sour cream']",T05783
10406,3789,12-10-2015,"['whole milk', 'salty snack']",T05784
11157,3997,12-10-2015,"['bottled beer', 'pork']",T05785
6879,2843,12-10-2015,"['domestic eggs', 'pip fruit', 'onions']",T05786
14561,4879,12-10-2015,"['yogurt', 'other vegetables']",T05787
1137,1312,12-11-2014,"['long life bakery product', 'soft cheese', 'waffles', 'canned vegetables']",T05788
8509,3287,12-11-2014,"['vinegar', 'herbs', 'chocolate', 'cleaner']",T05789
3786,2017,12-11-2014,"['waffles', 'tropical fruit']",T05790
10865,3914,12-11-2014,"['rolls/buns', 'specialty bar']",T05791
7718,3072,12-11-2014,"['dessert', 'hamburger meat']",T05792
13466,4601,12-11-2014,"['ketchup', 'long life bakery product']",T05793
56,1013,12-11-2014,"['mayonnaise', 'root vegetables']",T05794
12190,4267,12-11-2014,"['rolls/buns', 'newspapers']",T05795
9893,3659,12-11-2014,"['canned beer', 'pork']",T05796
9519,3559,12-11-2014,"['pastry', 'whole milk', 'napkins']",T05797
3999,2069,12-11-2014,"['canned fish', 'newspapers']",T05798
6343,2702,12-11-2014,"['bottled water', 'brown bread']",T05799
8317,3232,12-11-2014,"['whole milk', 'whipped/sour cream']",T05800
4154,2111,12-11-2014,"['shopping bags', 'domestic eggs']",T05801
14583,4887,12-11-2014,"['herbs', 'chocolate']",T05802
348,1098,12-11-2015,"['other vegetables', 'grapes']",T05803
6106,2639,12-11-2015,"['pip fruit', 'citrus fruit', 'curd']",T05804
4274,2147,12-11-2015,"['brown bread', 'waffles']",T05805
623,1170,12-11-2015,"['bottled water', 'turkey', 'soda', 'bottled water', 'dog food', 'rolls/buns', 'pork', 'whole milk']",T05806
8652,3323,12-11-2015,"['shopping bags', 'sausage']",T05807
1569,1430,12-11-2015,"['rolls/buns', 'yogurt']",T05808
13804,4686,12-11-2015,"['yogurt', 'chocolate', 'citrus fruit']",T05809
10152,3728,12-11-2015,"['canned beer', 'frozen potato products']",T05810
818,1226,12-11-2015,"['vinegar', 'white bread', 'soda', 'domestic eggs', 'citrus fruit', 'long life bakery product', 'beef', 'specialty bar']",T05811
6965,2867,12-11-2015,"['citrus fruit', 'chicken', 'whole milk', 'bottled water', 'canned vegetables']",T05812
11630,4127,12-11-2015,"['herbs', 'curd', 'bottled beer']",T05813
11372,4063,12-11-2015,"['sausage', 'bottled water', 'sausage', 'pastry']",T05814
447,1123,12-11-2015,"['pork', 'soda', 'canned vegetables']",T05815
1889,1513,12-11-2015,"['sausage', 'bottled beer']",T05816
11691,4141,12-11-2015,"['frankfurter', 'brown bread', 'pot plants']",T05817
706,1193,12-11-2015,"['root vegetables', 'citrus fruit']",T05818
8821,3370,12-11-2015,"['sugar', 'root vegetables']",T05819
11074,3968,12-11-2015,"['white bread', 'dessert', 'newspapers']",T05820
4212,2131,12-12-2014,"['bottled water', 'sparkling wine']",T05821
5258,2412,12-12-2014,"['other vegetables', 'soda', 'soda', 'napkins']",T05822
3420,1921,12-12-2014,"['salt', 'napkins']",T05823
5880,2579,12-12-2014,"['yogurt', 'cream cheese ']",T05824
556,1151,12-12-2014,"['soft cheese', 'curd']",T05825
7,1001,12-12-2014,"['soda', 'whole milk']",T05826
7027,2882,12-12-2014,"['sliced cheese', 'other vegetables']",T05827
14332,4821,12-12-2014,"['rolls/buns', 'white bread']",T05828
7182,2928,12-12-2014,"['frozen fish', 'chocolate']",T05829
5475,2470,12-12-2014,"['beverages', 'bottled water', 'oil', 'rolls/buns']",T05830
7043,2886,12-12-2014,"['tropical fruit', 'butter']",T05831
4235,2138,12-12-2014,"['chocolate', 'rolls/buns']",T05832
9542,3563,12-12-2014,"['bottled beer', 'ice cream']",T05833
6119,2643,12-12-2014,"['spread cheese', 'rolls/buns']",T05834
6931,2857,12-12-2014,"['fruit/vegetable juice', 'pip fruit', 'newspapers']",T05835
7456,3002,12-12-2014,"['seasonal products', 'hygiene articles']",T05836
5630,2515,12-12-2014,"['bottled beer', 'bottled water']",T05837
768,1211,12-12-2014,"['finished products', 'domestic eggs']",T05838
5791,2555,12-12-2014,"['mustard', 'beef']",T05839
12869,4441,12-12-2014,"['waffles', 'newspapers', 'fruit/vegetable juice']",T05840
7852,3107,12-12-2014,"['waffles', 'citrus fruit']",T05841
2758,1753,12-12-2014,"['whole milk', 'rolls/buns']",T05842
9847,3645,12-12-2015,"['citrus fruit', 'bottled water', 'frankfurter', 'citrus fruit']",T05843
7059,2893,12-12-2015,"['canned fish', 'candles', 'oil']",T05844
550,1149,12-12-2015,"['frozen vegetables', 'yogurt', 'seasonal products']",T05845
686,1187,12-12-2015,"['other vegetables', 'onions', 'shopping bags']",T05846
2052,1565,12-12-2015,"['domestic eggs', 'meat']",T05847
12178,4265,12-12-2015,"['root vegetables', 'rolls/buns']",T05848
5327,2432,12-12-2015,"['whole milk', 'condensed milk']",T05849
10197,3737,12-12-2015,"['soda', 'sausage']",T05850
12080,4238,12-12-2015,"['packaged fruit/vegetables', 'cereals', 'tropical fruit']",T05851
10689,3864,12-12-2015,"['specialty bar', 'long life bakery product', 'pip fruit']",T05852
5639,2517,12-12-2015,"['syrup', 'whole milk', 'tropical fruit']",T05853
8296,3225,12-12-2015,"['berries', 'other vegetables']",T05854
9727,3609,12-12-2015,"['chicken', 'vinegar']",T05855
10061,3699,12-12-2015,"['chocolate', 'butter', 'pastry']",T05856
2716,1742,12-12-2015,"['sausage', 'detergent', 'salty snack']",T05857
4267,2145,12-12-2015,"['chewing gum', 'coffee', 'whole milk']",T05858
9443,3539,13-01-2014,"['photo/film', 'bottled beer']",T05859
3038,1821,13-01-2014,"['coffee', 'butter milk']",T05860
4276,2148,13-01-2014,"['soda', 'canned beer']",T05861
3571,1956,13-01-2014,"['nut snack', 'butter']",T05862
1766,1483,13-01-2014,"['pip fruit', 'meat']",T05863
3588,1961,13-01-2014,"['frozen vegetables', 'sugar']",T05864
5150,2383,13-01-2014,"['pork', 'yogurt']",T05865
11386,4067,13-01-2014,"['specialty chocolate', 'whole milk']",T05866
9203,3482,13-01-2014,"['root vegetables', 'oil', 'soda']",T05867
7177,2927,13-01-2014,"['rolls/buns', 'hygiene articles']",T05868
1613,1443,13-01-2014,"['dessert', 'hamburger meat']",T05869
13780,4681,13-01-2014,"['bottled water', 'bottled water']",T05870
11178,4002,13-01-2014,"['seasonal products', 'domestic eggs', 'flour']",T05871
12556,4355,13-01-2014,"['pip fruit', 'whole milk']",T05872
14397,4836,13-01-2014,"['cream cheese ', 'whipped/sour cream']",T05873
14486,4860,13-01-2014,"['pastry', 'fruit/vegetable juice']",T05874
10404,3789,13-01-2014,"['rolls/buns', 'bottled water']",T05875
183,1051,13-01-2014,"['hamburger meat', 'bottled beer']",T05876
11381,4065,13-01-2014,"['brown bread', 'pastry']",T05877
2865,1779,13-01-2014,"['citrus fruit', 'newspapers']",T05878
12418,4320,13-01-2015,"['butter', 'popcorn', 'other vegetables']",T05879
11467,4088,13-01-2015,"['chicken', 'pip fruit', 'curd']",T05880
8433,3264,13-01-2015,"['sausage', 'dessert']",T05881
8836,3378,13-01-2015,"['canned beer', 'ham']",T05882
4506,2210,13-01-2015,"['specialty bar', 'whole milk', 'rice', 'frankfurter', 'dishes']",T05883
3009,1815,13-01-2015,"['sausage', 'bottled water']",T05884
4964,2335,13-01-2015,"['whole milk', 'other vegetables', 'ice cream']",T05885
10276,3758,13-01-2015,"['whole milk', 'whole milk', 'coffee']",T05886
9284,3499,13-01-2015,"['napkins', 'yogurt']",T05887
12787,4418,13-01-2015,"['processed cheese', 'ham']",T05888
5145,2381,13-01-2015,"['sausage', 'UHT-milk']",T05889
8362,3247,13-01-2015,"['misc. beverages', 'sugar', 'rolls/buns', 'root vegetables', 'rolls/buns', 'UHT-milk', 'spread cheese']",T05890
8274,3221,13-01-2015,"['curd', 'bottled beer', 'sweet spreads', 'hamburger meat']",T05891
13810,4687,13-01-2015,"['fruit/vegetable juice', 'bottled water', 'cat food']",T05892
10333,3770,13-01-2015,"['sausage', 'curd', 'long life bakery product']",T05893
1651,1454,13-01-2015,"['rolls/buns', 'meat', 'tropical fruit']",T05894
1671,1460,13-01-2015,"['napkins', 'other vegetables', 'ham']",T05895
5509,2479,13-01-2015,"['newspapers', 'whole milk']",T05896
4167,2116,13-02-2014,"['other vegetables', 'fruit/vegetable juice']",T05897
14534,4872,13-02-2014,"['bottled beer', 'domestic eggs', 'newspapers']",T05898
11118,3982,13-02-2014,"['dessert', 'canned beer']",T05899
1009,1279,13-02-2014,"['butter', 'oil']",T05900
13578,4633,13-02-2014,"['onions', 'specialty chocolate']",T05901
11701,4145,13-02-2014,"['candy', 'shopping bags']",T05902
3334,1896,13-02-2014,"['soda', 'newspapers']",T05903
3326,1895,13-02-2014,"['specialty cheese', 'soups']",T05904
2174,1597,13-02-2014,"['cake bar', 'frozen meals']",T05905
2282,1621,13-02-2014,"['waffles', 'shopping bags', 'beef', 'detergent']",T05906
7052,2890,13-02-2014,"['soda', 'flour', 'shopping bags', 'bottled water']",T05907
2371,1648,13-02-2014,"['newspapers', 'red/blush wine']",T05908
1814,1494,13-02-2014,"['rolls/buns', 'bottled water']",T05909
6919,2854,13-02-2014,"['bottled beer', 'napkins', 'rolls/buns']",T05910
9315,3507,13-02-2014,"['root vegetables', 'photo/film']",T05911
5130,2377,13-02-2014,"['pastry', 'bottled beer']",T05912
10391,3785,13-02-2014,"['cream cheese ', 'fruit/vegetable juice']",T05913
4550,2222,13-02-2014,"['grapes', 'chewing gum', 'curd cheese']",T05914
6511,2746,13-02-2014,"['curd', 'dental care']",T05915
5286,2421,13-02-2014,"['pastry', 'rolls/buns']",T05916
9918,3664,13-02-2014,"['pastry', 'napkins']",T05917
5951,2597,13-02-2015,"['pork', 'onions']",T05918
3207,1866,13-02-2015,"['specialty chocolate', 'sausage', 'baking powder', 'bottled water']",T05919
9576,3574,13-02-2015,"['white bread', 'canned beer', 'margarine']",T05920
11404,4073,13-02-2015,"['butter milk', 'whipped/sour cream']",T05921
8410,3257,13-02-2015,"['other vegetables', 'whole milk', 'meat', 'bottled water', 'dog food', 'root vegetables', 'domestic eggs']",T05922
5904,2585,13-02-2015,"['whole milk', 'other vegetables']",T05923
12942,4461,13-02-2015,"['tropical fruit', 'white wine']",T05924
10981,3946,13-02-2015,"['whipped/sour cream', 'newspapers']",T05925
9730,3611,13-02-2015,"['pastry', 'chicken', 'sausage', 'domestic eggs', 'curd']",T05926
14686,4922,13-02-2015,"['beef', 'ice cream']",T05927
14586,4888,13-02-2015,"['dishes', 'finished products', 'canned beer', 'beverages']",T05928
6582,2763,13-02-2015,"['rolls/buns', 'root vegetables']",T05929
3569,1955,13-02-2015,"['rolls/buns', 'sausage']",T05930
13744,4672,13-02-2015,"['other vegetables', 'whole milk']",T05931
2525,1690,13-03-2014,"['frankfurter', 'soda']",T05932
13765,4678,13-03-2014,"['soap', 'citrus fruit']",T05933
1075,1295,13-03-2014,"['soda', 'other vegetables']",T05934
4883,2311,13-03-2014,"['pot plants', 'citrus fruit', 'pot plants']",T05935
1647,1453,13-03-2014,"['citrus fruit', 'fruit/vegetable juice']",T05936
8478,3278,13-03-2014,"['dish cleaner', 'coffee']",T05937
9687,3598,13-03-2014,"['whipped/sour cream', 'other vegetables']",T05938
4766,2277,13-03-2014,"['other vegetables', 'sugar']",T05939
6752,2806,13-03-2014,"['bottled water', 'onions', 'red/blush wine', 'brown bread']",T05940
8984,3421,13-03-2014,"['frankfurter', 'dessert']",T05941
3474,1931,13-03-2014,"['chicken', 'chocolate']",T05942
3502,1938,13-03-2014,"['tropical fruit', 'whole milk', 'specialty bar']",T05943
